"experimentId"	"uberonId"	"uberonName"	"whitelist"	"cell_type"	"cell_type_harmonization"	"cellTypeId"	"cellTypeName"	"marker_gene_name_for_cell_type"	"markerGene_ID(UniProt_Ensembl)"	"PMID"	"source"	"comment"	"annotatorId"	"lastModificationDate"	"tags"	"protocol"	"protocol_type"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"TGFBR2"	"P37173"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"NOSTRIN"	"Q8IVI9"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"PALMD"	"Q9NP74"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"POSTN"	"Q15063"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"VIM"	"P08670"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"ACTA2"	"P62736"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"MYH11"	"P35749"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"TPM1"	"P09493"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"TPM2"	"P07951"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"TPM4"	"P67936"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"myoid cell"	"myoid cell"	"CL:0002481"	"peritubular myoid cell"	"MYL9"	"P24844"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"VIM"	"P08670"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"DLK1"	"P80370"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"IGF1"	"P05019"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"IGF2"	"P01344"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"IGFBP5"	"P24593"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"HSD17B3"	"P37058"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"CFD"	"P00746"	30315278	"Fig.S2a"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DAZL"	"Q92904"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MAGEA4"	"P43358"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"UTF1"	"Q5T230"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"ID4"	"P47928"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"FGFR3"	"P22607"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"KIT"	"P10721"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DMRT1"	"Q9Y5R6"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DMRTB1"	"Q96MA1"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"STRA8"	"Q7Z7C7"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SYCP3"	"Q8IZU3"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SPO11"	"Q9Y5K1"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MLH3"	"Q9UHC1"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"ZPBP"	"Q9BS86"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"TNP1"	"P09430"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"PRM2"	"P04554"	30315278	"Fig.1d"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DDX4"	"Q9NQI0"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MKI67"	"P46013"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SOHLH1"	"Q5JUK2"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SOHLH2"	"Q9NX45"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"CHEK1"	"O14757"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"BRCA1"	"P38398"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DMC1"	"Q14565"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SYCP1"	"Q15431"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MRPL14"	"Q6P1L8"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MLH3"	"Q9UHC1"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SPAG6"	"O75602"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"ZPBP2"	"Q6X784"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DNAH6"	"Q9C0G6"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"CAMK4"	"Q16566"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"CREM"	"Q03060"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"MYO1D"	"O94832"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"TNP1"	"P09430"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"HOOK1"	"Q9UJC3"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SPATA12"	"Q7Z6I5"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"SRP135999"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"SPATA18"	"Q8TC71"	30315278	"Fig.S2b"		"ANN"	"30.09.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"macrophage"	"Macrophage"	"CL:0000864"	"tissue-resident macrophage"	"CD14"	"P08571"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"VWF"	"P04275"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Sertoli cell"	"Sertoli cell"	"CL:0000216"	"Sertoli cell"	"AMH"	"P03971"	30315278	"Fig.7a and 7b, and Fig.S7d"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Sertoli cell"	"Sertoli cell"	"CL:0000216"	"Sertoli cell"	"SOX9"	"P48436"	30315278	"Fig.7a and 7b, and Fig.S7d"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Sertoli cell"	"Sertoli cell"	"CL:0000216"	"Sertoli cell"	"WT1"	"P19544"	30315278	"Fig.S7d"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"TCF21"	"O43680"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"ARX"	"Q96QS3"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"MAFB"	"Q9Y5Q3"	30315278	"S7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"NR4A1"	"P22736"	30315278	"S7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"STAR"	"P49675"	30315278	"S7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"Leydig cell"	"Leydig cell"	"CL:0000178"	"Leydig cell"	"CYP11A1"	"P05108"	30315278	"S7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"DDX4"	"Q9NQI0"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"FGFR3"	"P22607"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP162662"	"UBERON:0000473"	"testis"	"v2"	"germ cell"	"germ cell"	"CL:0000015"	"male germ cell"	"UTF1"	"Q5T230"	30315278	"Fig.7a and 7b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"external granular layer cell (EGL)"	"external granular layer cell (EGL)"	"DMBA:16921"	"external granular layer of CbH (mouse)"	"Neurod1"	"Q60867"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"external granular layer cell (EGL)"	"external granular layer cell (EGL)"	"DMBA:16921"	"external granular layer of CbH (mouse)"	"Ccnd2"	"P30280"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"microglia"	"microglia"	"CL:0000129"	"microglial cell"	"Tmem119"	"Q8R138"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"microglia"	"microglia"	"CL:0000129"	"microglial cell"	"C1qa"	"P98086"	30320766	"We identified other cell populations: microglia, marked by myeloid-associated genes (for example, C1qa, C1qb, C1qc and Tmem119), "		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"microglia"	"microglia"	"CL:0000129"	"microglial cell"	"C1qb"	"P14106"	30320766	"We identified other cell populations: microglia, marked by myeloid-associated genes (for example, C1qa, C1qb, C1qc and Tmem119), "		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"microglia"	"microglia"	"CL:0000129"	"microglial cell"	"C1qc"	"Q02105"	30320766	"We identified other cell populations: microglia, marked by myeloid-associated genes (for example, C1qa, C1qb, C1qc and Tmem119), "		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"other neuronal progenitor cell (NPC)"	"other neuronal progenitor cell (NPC)"			"Tfap2b"	"Q61313"	30320766	"Fig.1b"	"not sure these markers are usefull because tagged as for any NPC, and there is none NPC class in Uberon so far"	"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"other neuronal progenitor cell (NPC)"	"other neuronal progenitor cell (NPC)"			"Ccnd2"	"P30280"	30320766	"Fig.1b"	"not sure these markers are usefull because tagged as for any NPC, and there is none NPC class in Uberon so far"	"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Gad1"	"P48318"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Gad2"	"P48320"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Pnoc"	"Q64387"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Tcf7l2"	"Q924A0"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Lhx9"	"Q9WUH2"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"	"IGL-DCN (internal granular layer-deep cerebellar nuclei) neuron"			"Snhg11"	"Q8BV32"	30320766	"neurons known to be present in the deep cerebellar nuclei (DCN) cluster close to internal granular layer (IGL) neurons. Together, DCN and IGL neurons expressed Pnoc, Snhg11, Tcf7l2, Gad1, Gad2 and Lhx9. "	"Q8BV32 in bold because this is an unreviewed UniProt entry so far"	"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"oligodendrocyte precursor (OPCs)"	"oligodendrocyte precursor (OPCs)"	"CL:0002453"	"oligodendrocyte precursor cell"	"Olig1"	"Q9JKN5"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"oligodendrocyte precursor (OPCs)"	"oligodendrocyte precursor (OPCs)"	"CL:0002453"	"oligodendrocyte precursor cell"	"Olig2"	"Q9EQW6"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"oligodendrocyte precursor (OPCs)"	"oligodendrocyte precursor (OPCs)"	"CL:0002453"	"oligodendrocyte precursor cell"	"Pdgfra"	"P26618"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"endothelial cell"	"Egfl7"	"Q9QXT5"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"Purkinje cell layer (PCL)"	"Purkinje cell layer (PCL)"	"CL:0000121"	"Purkinje cell"	"Pcp4"	"P63054"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"Purkinje cell layer (PCL)"	"Purkinje cell layer (PCL)"	"CL:0000121"	"Purkinje cell"	"Pcp2"	"P12660"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
"#SRP128511"	"UBERON:0002037"	"cerebellum"	"v2"	"Purkinje cell layer (PCL)"	"Purkinje cell layer (PCL)"	"CL:0000121"	"Purkinje cell"	"Gad1"	"P48318"	30320766	"Fig.1b"		"ANN"	"01.10.19"	"scRNA-seq"	"10X Genomics"	"3'end"
